Pay Period,Facility,Cost Center,Department,Statistic,Target Hours per Statistic,Productive Hours,Actual Statistic,Hours Earned,Hours per UOS, Actual Productive FTEs , Flex Productive FTEs , Flex /Actual Percentage , Actual v Flex Productive FTE Variance , Actual Non-Productive FTEs , Budget Non-Productive FTEs , Actual v Bud Non-Productive FTE Variance , Actual Total FTEs , Premium Pay Percentage , Total Salaries , Budget Cost per UoS , Actual Cost per UoS 
1,11000,1082,2 Pavilion,Equivalent Patient Days,19.66,"3,236",172,"3,381", 18.82 ,40.46,42.26,104%,1.80,10.60,10.39,-0.21,51.06,3.54%,"$3,936,589","$23,261","$22,894"
1,11000,1083,SICU,Equivalent Patient Days,21.15,331,11,241, 29.02 ,4.14,3.01,73%,-1.12,0.00,0.40,0.40,4.14,9.83%,"$340,667","$19,831","$29,883"
1,11000,2001,Clinic Medicine,Visits,9.23,633,48,447, 13.07 ,7.91,5.59,71%,-2.32,0.59,1.38,0.79,8.50,1.29%,"$645,514","$9,302","$13,323"
1,11000,2005,Operating Room,OR Hours,6.56,"5,527",724,"4,749", 7.64 ,69.09,59.36,86%,-9.73,18.14,19.01,0.87,87.23,12.94%,"$7,212,710","$7,766","$9,965"
1,11000,2006,Recovery Room,PACU Hours,3.11,"1,681",588,"1,832", 2.86 ,21.01,22.90,109%,1.89,3.09,2.53,-0.56,24.10,6.96%,"$1,917,390","$3,348","$3,259"
1,11000,2007,Thoracic and Cardio Surg,Calendar Days,33.65,424,13,0, 31.86 ,5.30,5.59,106%,0.30,0.95,0.48,-0.47,6.25,0.00%,"$468,469","$37,205","$35,223"
1,11000,2009,Surgicenter,Surgicenter Hours,8.89,"2,255",218,"1,933", 10.37 ,28.19,24.16,86%,-4.03,3.86,2.85,-1.01,32.05,3.05%,"$2,468,045","$9,471","$11,347"
1,11000,2011,E/R Registration,ER Visits,0.48,"1,271","2,040",971, 0.62 ,15.89,12.14,76%,-3.75,1.44,1.27,-0.17,17.33,1.97%,"$1,323,354",$487,$649
1,11000,2012,Emergency Room,ER Visits,3.18,"7,164","2,040","6,487", 3.51 ,89.55,81.09,91%,-8.46,25.45,10.30,-15.15,115.00,5.20%,"$8,974,324","$3,829","$4,400"
1,11000,2014,Trauma,Calendar Days,52.78,684,13,0, 51.41 ,8.55,8.77,103%,0.23,1.02,1.12,0.10,9.57,0.03%,"$717,724","$55,386","$53,964"
1,11000,2016,Clinics,Visits,2.07,567,245,507, 2.31 ,7.09,6.33,89%,-0.76,1.93,0.52,-1.41,9.02,0.03%,"$676,628","$2,465","$2,761"
1,11000,2017,Family Planning Clinic,Visits,1.86,88,142,263, 0.62 ,1.10,3.29,298%,2.19,0.58,0.41,-0.17,1.68,0.00%,"$126,103","$2,659",$891
1,11000,2021,Wound Healing Center,Visits,1.39,176,116,161, 1.51 ,2.19,2.02,92%,-0.18,0.46,0.29,-0.17,2.65,0.00%,"$199,041","$1,579","$1,717"
1,11000,2026,Kidney Acquisition,Adult Discharges,0.76,520,784,597, 0.66 ,6.50,7.46,115%,0.96,0.91,0.65,-0.26,7.41,0.00%,"$555,647",$814,$709
1,11000,2027,Cancer Registry,Calendar Days,38.96,526,13,0, 39.57 ,6.58,6.48,98%,-0.10,1.20,0.62,-0.58,7.78,0.00%,"$583,406","$43,184","$43,865"
1,11000,2028,Cardiology,Test/Procedures ,0.61,"1,611","2,793","1,704", 0.58 ,20.13,21.30,106%,1.16,5.24,2.52,-2.72,25.37,4.73%,"$1,974,435",$721,$707
1,11000,2032,Cardiac Cath Lab,Test/Procedures ,8.83,"2,010",272,"2,399", 7.40 ,25.13,29.99,119%,4.86,5.89,5.52,-0.37,31.02,2.38%,"$2,371,452","$10,218","$8,728"
1,11000,2033,Mammography Center,Test/Procedures ,0.62,418,648,399, 0.65 ,5.23,4.99,95%,-0.24,0.91,0.36,-0.55,6.14,0.24%,"$461,074",$678,$712
1,11000,2036,Ophthalmic Service,Test/Procedures ,1.59,172,84,133, 2.06 ,2.15,1.66,77%,-0.50,0.04,0.40,0.36,2.19,0.00%,"$164,428","$1,514","$1,967"
1,11000,2038,Physical Medicine,Test/Procedures ,0.04,"1,571","35,041","1,521", 0.04 ,19.63,19.01,97%,-0.63,2.01,2.71,0.70,21.64,8.75%,"$1,752,064",$45,$50
1,11000,2045,Cardiac Rehabilitation,Test/Procedures ,1.22,119,118,144, 1.01 ,1.49,1.80,121%,0.31,0.07,0.26,0.19,1.56,0.00%,"$116,803","$1,198",$992
1,11000,2047,Respiratory Therapy,Weighted Procedures,0.55,"2,301","4,766","2,621", 0.48 ,28.76,32.77,114%,4.01,5.61,5.37,-0.24,34.37,0.55%,"$2,589,541",$616,$543
1,11000,2048,Pulmonary-Cardio,Test/Procedures ,1.34,164,140,187, 1.17 ,2.05,2.34,114%,0.30,0.13,0.16,0.03,2.18,0.27%,"$163,806","$1,338","$1,173"
1,11000,2051,Sleep Study,Test/Procedures ,9.48,389,58,549, 6.72 ,4.87,6.87,141%,2.00,1.56,0.76,-0.80,6.43,0.00%,"$481,931","$11,737","$8,316"
1,11000,2052,Neurology,Test/Procedures ,1.84,102,57,105, 1.79 ,1.28,1.31,103%,0.03,0.00,0.04,0.04,1.28,2.79%,"$98,409","$1,725","$1,726"
1,11000,2054,Central Sterile Supply,Adult Discharges,2.06,"1,729",784,"1,612", 2.21 ,21.62,20.15,93%,-1.46,1.82,1.68,-0.14,23.44,20.52%,"$2,090,356","$2,091","$2,667"
1,11000,2055,Pharmacy,Total Adult Days,1.10,"3,796","3,393","3,733", 1.12 ,47.45,46.66,98%,-0.79,7.73,4.84,-2.89,55.18,2.05%,"$4,211,152","$1,199","$1,241"
1,11000,2057,General Radiology,Calendar Days,47.09,599,13,0, 45.05 ,7.49,7.83,105%,0.34,1.87,1.51,-0.36,9.36,2.25%,"$714,659","$55,166","$53,734"
1,11000,2058,Diagnostic Radiology,Test/Procedures ,0.72,"1,853","2,729","1,965", 0.68 ,23.16,24.56,106%,1.40,3.97,2.93,-1.04,27.13,5.31%,"$2,126,883",$791,$779
1,11000,2059,CAT Scan,Test/Procedures ,0.87,"1,252","1,534","1,331", 0.82 ,15.65,16.64,106%,0.98,2.82,1.67,-1.15,18.47,7.38%,"$1,472,180",$960,$960
1,11000,2060,Ultrasound,Test/Procedures ,1.16,896,876,"1,016", 1.02 ,11.20,12.70,113%,1.50,0.90,1.42,0.52,12.10,3.14%,"$933,959","$1,175","$1,066"
1,11000,2061,Radiology Special,Test/Procedures ,5.80,990,136,788, 7.29 ,12.38,9.85,80%,-2.53,0.78,0.98,0.20,13.16,11.96%,"$1,097,762","$5,780","$8,081"
1,11000,2063,Nuclear Medicine,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
1,11000,2064,Radiation Therapy,Weighted Procedures,1.61,992,509,820, 1.95 ,12.40,10.25,83%,-2.15,2.73,2.31,-0.42,15.13,0.18%,"$1,136,430","$1,843","$2,232"
1,11000,2066,MRI Center,Test/Procedures ,1.40,436,415,580, 1.05 ,5.44,7.24,133%,1.80,0.60,1.14,0.54,6.04,5.30%,"$475,018","$1,453","$1,144"
1,11000,2078,Endoscopy,Test/Procedures ,4.93,"1,247",237,"1,166", 5.27 ,15.59,14.58,93%,-1.01,2.79,1.90,-0.89,18.38,2.34%,"$1,406,029","$5,449","$5,944"
1,11000,2112,OP Admin. Radiology Clerical,Total Radiology LP,0.13,76,"1,061",133, 0.07 ,0.95,1.67,175%,0.71,0.00,0.07,0.07,0.95,0.31%,"$71,698",$118,$68
1,11000,2113,OP Diagnostic Radiology,Test/Procedures ,0.80,113,300,239, 0.38 ,1.42,2.99,211%,1.57,0.50,0.10,-0.40,1.92,0.00%,"$143,709","$1,011",$479
1,11000,2114,OP Cat Scan,Test/Procedures ,0.81,52,107,87, 0.48 ,0.64,1.09,169%,0.44,0.14,0.09,-0.05,0.78,0.00%,"$58,819",$924,$548
1,11000,2115,OP Ultrasound,Test/Procedures ,0.74,166,302,223, 0.55 ,2.08,2.79,134%,0.71,0.57,0.45,-0.12,2.65,0.00%,"$198,834",$881,$658
1,11000,2117,Breast Diagnostic Services,Test/Procedures ,0.46,283,352,162, 0.81 ,3.54,2.02,57%,-1.52,0.05,0.29,0.24,3.59,1.08%,"$272,010",$438,$774
1,11000,2121,Sleep StudyAmbulatory,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
1,11000,2131,Diabetes Management Program,Test/Procedures ,1.20,153,182,219, 0.84 ,1.91,2.74,143%,0.82,0.00,0.19,0.19,1.91,0.62%,"$144,506","$1,125",$792
1,11000,2135,Outpatient P M and R,Test/Procedures ,0.04,829,"26,624","1,022", 0.03 ,10.36,12.77,123%,2.41,0.77,1.25,0.48,11.13,0.29%,"$837,104",$39,$31
1,11000,2136,Pre-Admission Testing,Adult Discharges,0.88,509,784,687, 0.65 ,6.36,8.59,135%,2.23,1.22,1.08,-0.14,7.58,1.10%,"$573,654",$980,$732
1,11000,2156,OP Rehab Service at SJU,Test/Procedures ,0.14,266,0,0, 0.00 ,3.33,0.00,0%,-3.33,1.42,0.58,-0.84,4.75,0.00%,"$355,875",$0,$0
1,11000,4000,Nursing Administration,Calendar Days,65.64,995,13,0, 74.80 ,12.44,10.91,88%,-1.52,2.19,1.74,-0.45,14.63,1.03%,"$1,106,612","$72,371","$83,204"
1,11000,4002,Staff Development,Calendar Days,51.62,617,13,0, 46.38 ,7.71,8.58,111%,0.87,3.59,1.66,-1.93,11.30,0.00%,"$847,491","$70,933","$63,721"
1,11000,4003,Central Transport,Discharges/100,157.90,"1,140",8,"1,238", 145.47 ,14.26,15.47,109%,1.22,1.32,1.25,-0.07,15.58,8.84%,"$1,262,723","$161,738","$161,062"
1,11000,4004,Nurse Residents,Calendar Days,0.39,0,13,0, 0.00 ,0.00,0.07,0%,0.07,0.52,0.35,-0.17,0.52,0.00%,"$39,000",$0,"$2,932"
1,11000,4005,Staffing Office,Calendar Days,14.60,170,13,0, 12.79 ,2.13,2.43,114%,0.30,0.57,0.21,-0.36,2.70,10.57%,"$219,027","$17,358","$16,468"
1,11000,4010,Division of OB/GYN,Calendar Days,16.56,239,13,0, 17.95 ,2.98,2.75,92%,-0.23,0.34,0.24,-0.10,3.32,0.18%,"$249,671","$17,294","$18,772"
1,11000,4013,Division of Surgery,Calendar Days,58.47,804,13,0, 60.46 ,10.05,9.72,97%,-0.33,1.28,0.93,-0.35,11.33,0.55%,"$854,066","$61,792","$64,215"
1,11000,4014,Division of Medicine,Calendar Days,1.11,14,13,0, 1.09 ,0.18,0.19,102%,0.00,0.00,0.00,0.00,0.18,0.00%,"$13,584","$1,044","$1,021"
1,11000,4019,Case Mangement,Calendar Days,146.30,"1,860",13,0, 139.88 ,23.25,24.32,105%,1.07,6.20,1.89,-4.31,29.45,3.30%,"$2,266,554","$173,727","$170,418"
1,11000,4020,Pediatrics / Neonatology Off,Calendar Days,1.24,19,13,0, 1.43 ,0.24,0.21,87%,-0.03,0.00,0.00,0.00,0.24,0.00%,"$17,813","$1,162","$1,339"
1,11000,4022,Admissions,Calendar Days,47.19,508,13,0, 38.20 ,6.35,7.85,124%,1.49,2.24,0.68,-1.56,8.59,0.45%,"$646,398","$59,845","$48,601"
1,11000,4023,Quality Outcomes,Calendar Days,24.75,216,13,0, 16.27 ,2.70,4.11,152%,1.41,0.15,0.58,0.43,2.85,0.00%,"$214,088","$24,489","$16,097"
1,11000,4028,Continuing Medical Education,Calendar Days,4.92,68,13,0, 5.14 ,0.86,0.82,96%,-0.04,0.09,0.15,0.06,0.95,0.00%,"$70,875","$5,098","$5,329"
1,11000,4030,Food Service,Total Adjusted Adult Days,1.26,"6,006","4,918","6,196", 1.22 ,75.08,77.45,103%,2.38,8.26,10.71,2.45,83.34,3.33%,"$6,438,022","$1,311","$1,309"
1,11000,4033,Housekeeping,1000 Net Square Feet Cleaned,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
1,11000,4034,Laundry,100 Adjusted Discharges,22.34,193,12,264, 16.32 ,2.41,3.30,137%,0.89,1.15,0.48,-0.67,3.56,3.17%,"$272,545","$30,948","$23,097"
1,11000,4046,Security,1000 Sq Ft Patrolled,20.68,"1,959",92,"1,902", 21.31 ,24.49,23.77,97%,-0.72,2.10,3.16,1.06,26.59,3.13%,"$2,051,605","$21,050","$22,312"
1,11000,4047,Safety,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
1,11000,4067,Business Office,Calendar Days,19.79,267,13,0, 20.09 ,3.34,3.29,98%,-0.05,0.55,0.44,-0.11,3.89,2.36%,"$297,664","$21,605","$22,381"
1,11000,4068,OP Registration and Admin.,Calendar Days,175.30,"2,371",13,0, 178.25 ,29.63,29.14,98%,-0.49,3.29,3.71,0.42,32.92,0.38%,"$2,477,716","$182,587","$186,294"
1,11000,4073,Cashiering,Calendar Days,9.83,122,13,0, 9.14 ,1.52,1.63,107%,0.11,0.38,0.17,-0.21,1.90,0.00%,"$142,500","$11,517","$10,714"
1,11000,4098,Executive Office,Calendar Days,19.75,238,13,0, 17.90 ,2.98,3.28,110%,0.31,0.48,0.56,0.08,3.46,0.00%,"$259,228","$21,499","$19,491"
1,11000,4099,Administration,Calendar Days,10.02,157,13,0, 11.84 ,1.97,1.67,85%,-0.30,0.10,0.04,-0.06,2.07,5.61%,"$163,402","$9,869","$12,286"
1,11000,4103,Quality Management,Calendar Days,5.04,76,13,0, 5.71 ,0.95,0.84,88%,-0.11,0.00,0.26,0.26,0.95,0.00%,"$71,250","$4,726","$5,357"
1,11000,4108,Marketing,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
1,11000,4109,Development,Calendar Days,15.41,316,13,0, 23.73 ,3.95,2.56,65%,-1.38,0.28,0.29,0.01,4.23,0.00%,"$316,913","$15,471","$23,828"
1,11000,4110,Human Resources,Calendar Days,30.12,401,13,0, 30.14 ,5.01,5.01,100%,0.00,1.53,0.37,-1.16,6.54,1.18%,"$495,032","$36,854","$37,220"
1,11000,4122,Supply Chain Management,Calendar Days,119.48,"1,654",13,0, 124.39 ,20.68,19.86,96%,-0.82,0.85,2.70,1.85,21.53,4.03%,"$1,677,203","$116,616","$126,105"
1,11000,4127,Volunteers,Calendar Days,23.60,417,13,0, 31.32 ,5.21,3.92,75%,-1.28,0.14,0.47,0.33,5.35,0.00%,"$401,044","$22,721","$30,154"
1,11000,4131,Risk Management,Calendar Days,9.88,148,13,0, 11.14 ,1.85,1.64,89%,-0.21,0.05,0.05,0.00,1.90,0.00%,"$142,688","$9,514","$10,728"
1,11000,4134,Medical Library,Calendar Days,8.61,118,13,0, 8.86 ,1.47,1.43,97%,-0.04,0.00,0.29,0.29,1.47,0.00%,"$110,438","$8,067","$8,304"
1,11000,4137,Community Services,Calendar Days,21.72,286,13,0, 21.48 ,3.57,3.61,101%,0.04,0.39,0.32,-0.07,3.96,0.00%,"$297,103","$22,589","$22,339"
1,11000,4139,Former Employees,Calendar Days,0.00,0,13,0, 0.00 ,0.00,0.00,0%,0.00,0.86,0.00,-0.86,0.86,0.00%,"$64,500",$0,"$4,850"
1,11000,4155,Service Center,Calendar Days,13.93,173,13,0, 13.04 ,2.17,2.32,107%,0.15,0.28,0.02,-0.26,2.45,0.24%,"$183,938","$14,751","$13,830"
1,11000,4159,Transfer Center,Calendar Days,6.91,197,13,0, 14.82 ,2.46,1.15,47%,-1.31,0.10,0.00,-0.10,2.56,1.39%,"$194,873","$6,742","$14,652"
1,11000,4161,Heart Failure and Transplant,Calendar Days,17.66,266,13,0, 20.00 ,3.33,2.94,88%,-0.39,0.00,0.67,0.67,3.33,0.00%,"$249,375","$16,553","$18,750"
1,11000,4164,Simulation Lab,Calendar Days,0.57,8,13,0, 0.57 ,0.10,0.09,100%,0.00,0.00,0.00,0.00,0.10,0.00%,"$7,125",$536,$536
1,11000,4167,Hospitality,Calendar Days,35.64,466,13,0, 35.04 ,5.82,5.93,102%,0.10,0.02,0.51,0.49,5.84,0.00%,"$438,356","$33,528","$32,959"
1,11000,4174,Annenberg Conference Center,Calendar Days,4.81,53,13,0, 4.00 ,0.67,0.80,120%,0.14,0.29,0.10,-0.19,0.96,0.00%,"$71,625","$6,480","$5,385"
1,11000,4205,OR Scheduling,Calendar Days,19.15,206,13,0, 15.46 ,2.57,3.18,124%,0.61,0.28,0.14,-0.14,2.85,0.00%,"$213,825","$19,913","$16,077"
1,11000,4209,Development Capital Campaign,Calendar Days,6.52,0,13,0, 0.00 ,0.00,1.08,0%,1.08,0.00,0.31,0.31,0.00,0.00%,#DIV/0!,$0,$0
1,11000,4211,Integrative Therapy,Calendar Days,0.00,40,13,0, 3.00 ,0.50,0.00,0%,-0.50,0.00,0.00,0.00,0.50,10.12%,"$41,191",$0,"$3,097"
1,11000,4250,JLL Maintenance,1000 Net Square Feet Maintained,51.93,"2,222",39,"2,044", 56.45 ,27.78,25.55,92%,-2.23,2.32,4.32,2.00,30.10,4.93%,"$2,359,923","$52,751","$59,957"
1,11000,4401,Interns and Residents,Calendar Days,9.91,233,13,0, 17.52 ,2.91,1.65,57%,-1.27,0.00,0.03,0.03,2.91,0.10%,"$218,651","$9,289","$16,440"
1,11000,4402,Internal Medicine Residents,Calendar Days,319.75,"4,514",13,0, 339.41 ,56.43,53.16,94%,-3.27,0.00,0.22,0.22,56.43,0.15%,"$4,238,259","$299,768","$318,666"
1,11000,4403,Nephrology Fellows,Calendar Days,6.85,76,13,0, 5.71 ,0.95,1.14,120%,0.19,0.00,0.00,0.00,0.95,0.00%,"$71,250","$6,423","$5,357"
1,11000,4404,Cardiovascular Fellows,Calendar Days,74.85,"1,004",13,0, 75.46 ,12.55,12.44,99%,-0.10,0.00,0.02,0.02,12.55,0.00%,"$940,950","$70,171","$70,748"
1,11000,4405,Interventional Cardio Fellows,Calendar Days,12.00,160,13,0, 12.00 ,2.00,2.00,100%,0.00,0.00,0.00,0.00,2.00,0.00%,"$149,625","$11,250","$11,250"
1,11000,4406,Clinical Cardiac EP Fellows,Calendar Days,6.29,84,13,0, 6.29 ,1.05,1.04,100%,0.00,0.00,0.00,0.00,1.05,0.00%,"$78,375","$5,893","$5,893"
1,11000,4407,Pulm Critical Care Fellows,Calendar Days,34.29,456,13,0, 34.29 ,5.70,5.70,100%,0.00,0.00,0.00,0.00,5.70,0.00%,"$427,500","$32,143","$32,143"
1,11000,4408,Colorectal Surgery Fellows,Calendar Days,6.29,84,13,0, 6.29 ,1.05,1.04,100%,0.00,0.00,0.00,0.00,1.05,0.00%,"$78,375","$5,893","$5,893"
1,11000,4409,Hematology_Oncology Fellows,Calendar Days,35.20,532,13,0, 40.00 ,6.65,5.85,88%,-0.80,0.00,0.18,0.18,6.65,0.00%,"$498,750","$33,004","$37,500"
1,11000,4410,Gastroenterology Fellows,Calendar Days,35.43,471,13,0, 35.43 ,5.89,5.89,100%,0.00,0.00,0.00,0.00,5.89,0.00%,"$441,750","$33,214","$33,214"
1,11000,4411,General Surgery Residents,Calendar Days,95.36,"1,404",13,0, 105.59 ,17.55,15.85,90%,-1.70,0.00,0.18,0.18,17.55,1.23%,"$1,332,823","$89,401","$100,212"
1,11000,4412,Obstetrics Gyn Residents,Calendar Days,98.10,"1,330",13,0, 100.02 ,16.63,16.31,98%,-0.32,0.00,0.43,0.43,16.63,0.00%,"$1,247,100","$91,973","$93,767"
1,11000,4413,Family Medicine Residents,Calendar Days,34.29,456,13,0, 34.29 ,5.70,5.70,100%,0.00,0.00,0.00,0.00,5.70,0.00%,"$427,500","$32,143","$32,143"
1,11000,4414,Inrotator Residents,Calendar Days,0.00,4,13,0, 0.29 ,0.05,0.00,0%,-0.05,0.00,0.00,0.00,0.05,0.00%,"$3,563",$0,$268
1,12000,1003,Delivery Rooms,Equivalent Patient Days,20.17,"4,275",201,"4,062", 21.23 ,53.44,50.77,95%,-2.67,8.19,10.43,2.24,61.63,0.28%,"$4,633,702","$21,806","$23,007"
1,12000,1005,Perinatal Testing Center,Test/Procedures ,0.81,327,364,295, 0.90 ,4.09,3.69,90%,-0.40,0.79,1.04,0.25,4.88,0.00%,"$365,850",$907,"$1,005"
1,12000,1007,Intensive Care Nursery,Equivalent Patient Days,17.19,613,27,457, 23.04 ,7.66,5.72,75%,-1.95,0.82,0.52,-0.30,8.48,0.00%,"$636,178","$17,838","$23,916"
1,12000,1013,Cardiac Thoracic ICU,Equivalent Patient Days,18.64,"2,573",158,"2,939", 16.32 ,32.16,36.74,114%,4.58,5.77,8.62,2.85,37.93,1.17%,"$2,873,324","$20,607","$18,220"
1,12000,1027,3 East,Equivalent Patient Days,9.37,"3,484",417,"3,909", 8.35 ,43.55,48.86,112%,5.32,10.26,10.08,-0.18,53.81,1.56%,"$4,086,239","$10,857","$9,798"
1,12000,1035,Nursing Resource Team,Total Adult Days,0.00,-4,"2,106",0,(0.00),-0.05,0.00,0%,0.05,1.34,0.00,-1.34,1.29,0.00%,"$96,938",$0,$46
1,12000,1037,NPPA,Total Adult Days,0.39,616,"2,106",829, 0.29 ,7.70,10.36,135%,2.67,2.37,1.72,-0.65,10.07,0.00%,"$754,875",$483,$358
1,12000,1048,4 West Surgical,Equivalent Patient Days,7.50,476,53,399, 8.96 ,5.96,4.99,84%,-0.97,0.00,0.00,0.00,5.96,0.40%,"$448,425","$7,031","$8,429"
1,12000,1049,One on One Staffing,Total Adult Days,0.20,975,"2,106",430, 0.46 ,12.19,5.37,44%,-6.82,0.00,0.36,0.36,12.19,35.89%,"$1,242,613",$191,$590
1,12000,1051,IV Team,Total Adult Days,0.21,363,"2,106",436, 0.17 ,4.54,5.45,120%,0.91,1.62,0.88,-0.74,6.16,0.19%,"$462,601",$263,$220
1,12000,1052,Monitor Techs,Calendar Days,49.06,827,13,0, 62.21 ,10.34,8.16,79%,-2.19,3.74,1.87,-1.87,14.08,5.40%,"$1,098,018","$62,630","$82,558"
1,12000,1054,PCP 3A,Equivalent Patient Days,9.62,"3,435",386,"3,711", 8.91 ,42.94,46.38,108%,3.45,9.39,9.62,0.23,52.33,3.01%,"$4,021,562","$10,992","$10,427"
1,12000,1055,PCP 4A,Equivalent Patient Days,9.27,"3,251",383,"3,550", 8.49 ,40.64,44.38,109%,3.74,5.74,5.08,-0.66,46.38,6.31%,"$3,670,623","$9,921","$9,588"
1,12000,1056,PCP 4B,Equivalent Patient Days,8.52,"2,640",323,"2,753", 8.17 ,33.00,34.41,104%,1.41,6.77,7.13,0.36,39.77,1.27%,"$3,014,427","$9,629","$9,333"
1,12000,1057,PCU,Equivalent Patient Days,11.70,"1,910",168,"1,968", 11.36 ,23.88,24.60,103%,0.72,5.39,4.78,-0.61,29.27,4.19%,"$2,270,091","$13,449","$13,500"
1,12000,2005,Operating Room,OR Hours,7.56,"4,178",552,"4,174", 7.57 ,52.23,52.17,100%,-0.06,7.97,10.26,2.29,60.20,8.97%,"$4,866,234","$8,173","$8,818"
1,12000,2006,Recovery Room,PACU Hours,1.46,768,586,857, 1.31 ,9.60,10.71,111%,1.10,1.03,1.77,0.74,10.63,7.03%,"$848,200","$1,518","$1,448"
1,12000,2007,Thoracic and Cardio Surg,Calendar Days,10.92,71,13,0, 5.34 ,0.89,1.81,204%,0.93,0.10,0.20,0.10,0.99,0.00%,"$74,072","$11,388","$5,569"
1,12000,2008,Ambulatory Surgery,Total Adult Days,0.42,838,"2,106",878, 0.40 ,10.47,10.97,105%,0.50,2.08,2.09,0.01,12.55,0.02%,"$941,717",$468,$447
1,12000,2011,E/R Registration,ER Visits,0.53,749,"1,376",725, 0.54 ,9.36,9.06,97%,-0.30,1.48,0.62,-0.86,10.84,4.52%,"$844,986",$572,$614
1,12000,2012,Emergency Room,ER Visits,2.77,"4,132","1,376","3,805", 3.00 ,51.65,47.56,92%,-4.09,10.68,9.20,-1.48,62.33,1.25%,"$4,723,295","$3,129","$3,434"
1,12000,2014,Trauma,Calendar Days,28.82,285,13,0, 21.43 ,3.56,4.79,134%,1.23,1.66,0.32,-1.34,5.22,0.00%,"$391,688","$39,604","$29,450"
1,12000,2021,Wound Healing Center,Visits,1.03,222,249,255, 0.89 ,2.77,3.19,115%,0.42,0.81,0.24,-0.57,3.58,0.25%,"$269,007","$1,243","$1,081"
1,12000,2027,Cancer Registry,Calendar Days,9.31,149,13,0, 11.21 ,1.86,1.55,83%,-0.32,0.04,0.28,0.24,1.90,0.00%,"$142,828","$8,911","$10,739"
1,12000,2028,Cardiology,Test/Procedures ,0.31,443,"1,409",437, 0.31 ,5.54,5.46,99%,-0.08,0.24,0.95,0.71,5.78,1.59%,"$439,868",$303,$312
1,12000,2032,Cardiac Cath Lab,Test/Procedures ,9.15,"1,295",164,"1,504", 7.88 ,16.19,18.80,116%,2.61,3.25,1.62,-1.63,19.44,1.16%,"$1,471,766","$10,301","$8,955"
1,12000,2033,Mammography Center,Test/Procedures ,0.41,307,898,371, 0.34 ,3.83,4.64,121%,0.81,1.58,0.77,-0.81,5.41,0.33%,"$406,893",$548,$453
1,12000,2038,Physical Medicine,Test/Procedures ,0.04,"1,263","27,412","1,211", 0.05 ,15.78,15.14,96%,-0.64,1.90,1.87,-0.03,17.68,2.96%,"$1,361,125",$46,$50
1,12000,2045,Cardiac Rehabilitation,Test/Procedures ,1.37,154,131,180, 1.18 ,1.93,2.25,116%,0.32,0.68,0.83,0.15,2.61,0.00%,"$195,731","$1,737","$1,493"
1,12000,2047,Respiratory Therapy,Weighted Procedures,0.62,"1,251","1,786","1,107", 0.70 ,15.64,13.84,88%,-1.80,2.40,1.79,-0.61,18.04,8.33%,"$1,450,619",$670,$812
1,12000,2048,Pulmonary-Cardio,Test/Procedures ,1.00,181,122,121, 1.48 ,2.26,1.52,67%,-0.74,0.50,0.11,-0.39,2.76,0.00%,"$206,719","$1,144","$1,700"
1,12000,2051,Sleep Study,Test/Procedures ,8.96,532,59,528, 9.03 ,6.65,6.60,99%,-0.05,0.19,0.49,0.30,6.84,0.09%,"$513,433","$8,640","$8,717"
1,12000,2052,Neurology,Test/Procedures ,2.22,304,163,363, 1.86 ,3.80,4.53,119%,0.74,0.52,0.66,0.14,4.32,1.17%,"$327,107","$2,366","$2,002"
1,12000,2054,Central Sterile Supply,Adult Discharges,2.90,"1,341",589,"1,706", 2.28 ,16.77,21.33,127%,4.56,1.29,1.05,-0.24,18.06,14.28%,"$1,533,952","$2,925","$2,604"
1,12000,2055,Pharmacy,Total Adult Days,1.43,"2,765","2,106","3,019", 1.31 ,34.57,37.74,109%,3.17,3.64,5.09,1.45,38.21,5.17%,"$2,999,562","$1,485","$1,424"
1,12000,2057,General Radiology,Calendar Days,31.57,352,13,0, 26.50 ,4.41,5.25,119%,0.84,0.37,0.81,0.44,4.78,0.19%,"$358,788","$32,087","$26,977"
1,12000,2058,Diagnostic Radiology,Test/Procedures ,0.73,"1,249","1,720","1,256", 0.73 ,15.62,15.70,101%,0.08,2.07,2.63,0.56,17.69,0.86%,"$1,336,450",$775,$777
1,12000,2059,CAT Scan,Test/Procedures ,0.66,837,"1,370",898, 0.61 ,10.46,11.22,107%,0.76,1.56,1.98,0.42,12.02,3.11%,"$926,290",$706,$676
1,12000,2060,Ultrasound,Test/Procedures ,0.80,547,698,559, 0.78 ,6.84,6.98,102%,0.14,1.14,0.23,-0.91,7.98,6.32%,"$631,171",$875,$904
